latitude,longitude,mac,acctupdatetime,peso
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-07 22:00:00,16
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-07 23:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 00:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 01:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 02:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 14:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 15:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 16:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 17:00:00,14
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 18:00:00,22
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 19:00:00,16
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 20:00:00,20
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 21:00:00,18
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 22:00:00,30
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-08 23:00:00,29
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 00:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 01:00:00,15
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 02:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 04:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 13:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 14:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 15:00:00,9
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 16:00:00,18
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 17:00:00,12
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 18:00:00,9
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 19:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 20:00:00,10
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 21:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 22:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-09 23:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 00:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 01:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 02:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 03:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 05:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 13:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 14:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 15:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 16:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 17:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 18:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 19:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 20:00:00,9
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 21:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-10 22:00:00,17
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 00:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 01:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 12:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 14:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 15:00:00,9
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 16:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 17:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 18:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 19:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 20:00:00,11
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 21:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 22:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-11 23:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 00:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 01:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 04:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 05:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 12:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 15:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 16:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 17:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 18:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 19:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 20:00:00,9
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 21:00:00,18
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 22:00:00,14
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-12 23:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 00:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 01:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 11:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 13:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 14:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 15:00:00,15
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 16:00:00,10
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 17:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 18:00:00,9
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 19:00:00,10
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 20:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 21:00:00,9
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 22:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-13 23:00:00,9
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 00:00:00,10
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 01:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 02:00:00,11
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 14:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 15:00:00,13
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 16:00:00,12
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 17:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 18:00:00,17
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 19:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 20:00:00,18
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 21:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 22:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-14 23:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 00:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 01:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 02:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 03:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 09:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 14:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 15:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 16:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 17:00:00,10
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 18:00:00,12
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 19:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 20:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 21:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 22:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-15 23:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 01:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 02:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 11:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 13:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 14:00:00,8
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 15:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 16:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 17:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 18:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 19:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 20:00:00,11
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 21:00:00,6
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 22:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-16 23:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-17 00:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-17 02:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-17 18:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-17 20:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-18 00:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-18 15:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-18 16:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-18 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-18 22:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-18 23:00:00,7
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-19 00:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-19 06:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-19 07:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-19 15:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-19 23:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-20 13:00:00,51
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-20 14:00:00,12
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-20 15:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-21 16:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-21 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-22 09:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-23 16:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-24 20:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-03-24 21:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-01 00:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-01 16:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-02 14:00:00,5
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-02 15:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-02 17:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-03 16:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-03 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-04 11:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-04 12:00:00,3
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-04 13:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-04 14:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-04 15:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-06 15:00:00,4
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-07 16:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-08 14:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-08 16:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-12 17:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-13 17:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-13 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-14 14:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-14 15:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-14 16:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-15 17:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-15 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-16 16:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-16 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-17 12:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-17 13:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-17 14:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-17 16:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-17 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-19 13:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-19 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-20 15:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-21 18:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-24 17:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-24 18:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-27 12:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-27 17:00:00,1
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-27 18:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-30 15:00:00,2
-0.9265030000000001,-78.625766,18:7C:0B:29:21:68,2020-04-30 19:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-16 19:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-16 20:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-16 21:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-16 22:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-16 23:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 03:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 14:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 15:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 16:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 17:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 20:00:00,10
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 21:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 22:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-17 23:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 00:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 01:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 14:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 15:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 16:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 17:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 18:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 19:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 20:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 21:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 22:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-18 23:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 00:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 15:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 16:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 17:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 18:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 19:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 20:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 21:00:00,7
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 22:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-19 23:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 00:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 01:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 03:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 14:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 16:00:00,11
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 17:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 18:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 19:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 20:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 21:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 22:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-20 23:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 00:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 01:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 13:00:00,13
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 14:00:00,7
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 15:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 16:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 17:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 18:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 19:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 20:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 21:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 22:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-21 23:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 00:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 01:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 02:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 03:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 06:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 12:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 13:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 14:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 16:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 17:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 18:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 19:00:00,8
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 20:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 21:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-22 22:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 00:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 01:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 15:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 16:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 17:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 18:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 19:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 20:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 21:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 22:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-23 23:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 00:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 14:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 15:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 16:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 17:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 18:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 19:00:00,5
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 20:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 21:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 22:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-24 23:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 00:00:00,7
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 01:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 02:00:00,8
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 14:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 15:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 16:00:00,4
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 17:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 18:00:00,6
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 20:00:00,3
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 21:00:00,1
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 22:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-25 23:00:00,2
-0.9264969999999999,-78.625399,18:7C:0B:28:FA:E8,2020-01-26 00:00:00,1
